,date,stage_code,event_code,event_name,event_stage,stage,stage_status,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,result,result_type,result_WLT,start_order
11048,2024-08-01T12:51:21+02:00,HBLWTEAM7-------------GPB-000200--,HBLWTEAM7,Women,Women's Preliminary Round Group B,Preliminary Round Group B,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---ESP01,Spain,Team,ESP,Spain,18,POINTS,L,1
11049,2024-08-01T12:51:21+02:00,HBLWTEAM7-------------GPB-000200--,HBLWTEAM7,Women,Women's Preliminary Round Group B,Preliminary Round Group B,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---BRA01,Brazil,Team,BRA,Brazil,29,POINTS,W,2
6683,2024-08-01T12:57:35+02:00,HBLWTEAM7-------------GPB-000100--,HBLWTEAM7,Women,Women's Preliminary Round Group B,Preliminary Round Group B,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---NED01,Netherlands,Team,NED,Netherlands,34,POINTS,W,1
6684,2024-08-01T12:57:35+02:00,HBLWTEAM7-------------GPB-000100--,HBLWTEAM7,Women,Women's Preliminary Round Group B,Preliminary Round Group B,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---ANG01,Angola,Team,ANG,Angola,31,POINTS,L,2
9366,2024-08-01T13:06:18+02:00,HBLWTEAM7-------------GPB-000500--,HBLWTEAM7,Women,Women's Preliminary Round Group B,Preliminary Round Group B,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---ANG01,Angola,Team,ANG,Angola,26,POINTS,W,1
9367,2024-08-01T13:06:18+02:00,HBLWTEAM7-------------GPB-000500--,HBLWTEAM7,Women,Women's Preliminary Round Group B,Preliminary Round Group B,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---ESP01,Spain,Team,ESP,Spain,21,POINTS,L,2
12503,2024-08-01T13:20:16+02:00,HBLWTEAM7-------------GPA-000900--,HBLWTEAM7,Women,Women's Preliminary Round Group A,Preliminary Round Group A,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---SWE01,Sweden,Team,SWE,Sweden,23,POINTS,L,1
12504,2024-08-01T13:20:16+02:00,HBLWTEAM7-------------GPA-000900--,HBLWTEAM7,Women,Women's Preliminary Round Group A,Preliminary Round Group A,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---DEN01,Denmark,Team,DEN,Denmark,25,POINTS,W,2
2905,2024-08-01T15:31:27+02:00,HBLWTEAM7-------------GPB-001100--,HBLWTEAM7,Women,Women's Preliminary Round Group B,Preliminary Round Group B,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---ESP01,Spain,Team,ESP,Spain,24,POINTS,L,1
2906,2024-08-01T15:31:27+02:00,HBLWTEAM7-------------GPB-001100--,HBLWTEAM7,Women,Women's Preliminary Round Group B,Preliminary Round Group B,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---HUN01,Hungary,Team,HUN,Hungary,27,POINTS,W,2
7565,2024-08-01T17:27:13+02:00,HBLWTEAM7-------------GPB-001200--,HBLWTEAM7,Women,Women's Preliminary Round Group B,Preliminary Round Group B,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---ANG01,Angola,Team,ANG,Angola,24,POINTS,L,1
7566,2024-08-01T17:27:13+02:00,HBLWTEAM7-------------GPB-001200--,HBLWTEAM7,Women,Women's Preliminary Round Group B,Preliminary Round Group B,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---FRA01,France,Team,FRA,France,38,POINTS,W,2
447,2024-08-01T20:36:01+02:00,HBLWTEAM7-------------GPA-001100--,HBLWTEAM7,Women,Women's Preliminary Round Group A,Preliminary Round Group A,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---GER01,Germany,Team,GER,Germany,27,POINTS,L,1
448,2024-08-01T20:36:01+02:00,HBLWTEAM7-------------GPA-001100--,HBLWTEAM7,Women,Women's Preliminary Round Group A,Preliminary Round Group A,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---DEN01,Denmark,Team,DEN,Denmark,28,POINTS,W,2
9888,2024-08-01T22:33:05+02:00,HBLWTEAM7-------------GPA-001200--,HBLWTEAM7,Women,Women's Preliminary Round Group A,Preliminary Round Group A,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---SLO01,Slovenia,Team,SLO,Slovenia,22,POINTS,L,1
9889,2024-08-01T22:33:05+02:00,HBLWTEAM7-------------GPA-001200--,HBLWTEAM7,Women,Women's Preliminary Round Group A,Preliminary Round Group A,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---NOR01,Norway,Team,NOR,Norway,29,POINTS,W,2
7555,2024-08-03T10:31:41+02:00,HBLWTEAM7-------------GPB-001300--,HBLWTEAM7,Women,Women's Preliminary Round Group B,Preliminary Round Group B,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---HUN01,Hungary,Team,HUN,Hungary,26,POINTS,L,1
7556,2024-08-03T10:31:41+02:00,HBLWTEAM7-------------GPB-001300--,HBLWTEAM7,Women,Women's Preliminary Round Group B,Preliminary Round Group B,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---NED01,Netherlands,Team,NED,Netherlands,30,POINTS,W,2
12405,2024-08-03T12:27:51+02:00,HBLWTEAM7-------------GPB-001400--,HBLWTEAM7,Women,Women's Preliminary Round Group B,Preliminary Round Group B,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---ESP01,Spain,Team,ESP,Spain,24,POINTS,L,1
12406,2024-08-03T12:27:51+02:00,HBLWTEAM7-------------GPB-001400--,HBLWTEAM7,Women,Women's Preliminary Round Group B,Preliminary Round Group B,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---FRA01,France,Team,FRA,France,32,POINTS,W,2
12407,2024-08-03T15:27:53+02:00,HBLWTEAM7-------------GPB-001500--,HBLWTEAM7,Women,Women's Preliminary Round Group B,Preliminary Round Group B,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---BRA01,Brazil,Team,BRA,Brazil,30,POINTS,W,1
12408,2024-08-03T15:27:53+02:00,HBLWTEAM7-------------GPB-001500--,HBLWTEAM7,Women,Women's Preliminary Round Group B,Preliminary Round Group B,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---ANG01,Angola,Team,ANG,Angola,19,POINTS,L,2
9861,2024-08-03T17:25:23+02:00,HBLWTEAM7-------------GPA-001300--,HBLWTEAM7,Women,Women's Preliminary Round Group A,Preliminary Round Group A,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---SLO01,Slovenia,Team,SLO,Slovenia,23,POINTS,L,1
9862,2024-08-03T17:25:23+02:00,HBLWTEAM7-------------GPA-001300--,HBLWTEAM7,Women,Women's Preliminary Round Group A,Preliminary Round Group A,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---SWE01,Sweden,Team,SWE,Sweden,27,POINTS,W,2
11603,2024-08-03T20:29:34+02:00,HBLWTEAM7-------------GPA-001400--,HBLWTEAM7,Women,Women's Preliminary Round Group A,Preliminary Round Group A,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---NOR01,Norway,Team,NOR,Norway,30,POINTS,W,1
11604,2024-08-03T20:29:34+02:00,HBLWTEAM7-------------GPA-001400--,HBLWTEAM7,Women,Women's Preliminary Round Group A,Preliminary Round Group A,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---GER01,Germany,Team,GER,Germany,18,POINTS,L,2
11627,2024-08-03T22:31:02+02:00,HBLWTEAM7-------------GPA-001500--,HBLWTEAM7,Women,Women's Preliminary Round Group A,Preliminary Round Group A,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---DEN01,Denmark,Team,DEN,Denmark,28,POINTS,W,1
11628,2024-08-03T22:31:02+02:00,HBLWTEAM7-------------GPA-001500--,HBLWTEAM7,Women,Women's Preliminary Round Group A,Preliminary Round Group A,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---KOR01,Republic of Korea,Team,KOR,Korea,20,POINTS,L,2
