,date,stage_code,event_code,event_name,event_stage,stage,stage_status,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,result,result_type,result_WLT,result_IRM
3565,2024-07-27T21:17:55+02:00,BDMWDOUBLES-----------GPC-000200--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-IND01,CRASTO Tanisha / PONNAPPA Ashwini,Team,IND,India,0,POINTS,L,
9348,2024-07-27T21:41:54+02:00,BDMWDOUBLES-----------GPD-000600--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-KOR01,BAEK Ha Na / LEE So Hee,Team,KOR,Korea,1,POINTS,L,
9349,2024-07-27T21:41:54+02:00,BDMWDOUBLES-----------GPD-000600--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-DEN01,FRUERGAARD Maiken / THYGESEN Sara,Team,DEN,Denmark,2,POINTS,W,
1353,2024-07-28T00:20:03+02:00,BDMWDOUBLES-----------GPD-000500--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-THA01,KITITHARAKUL Jongkolphan / PRAJONGJAI Rawinda,Team,THA,Thailand,2,POINTS,W,
1354,2024-07-28T00:20:03+02:00,BDMWDOUBLES-----------GPD-000500--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-FRA01,LAMBERT Margot / TRAN Anne,Team,FRA,France,1,POINTS,L,
8252,2024-07-28T09:51:57+02:00,BDMWDOUBLES-----------GPA-000200--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-JPN02,MATSUMOTO Mayu / NAGAHARA Wakana,Team,JPN,Japan,1,POINTS,L,
8253,2024-07-28T09:51:57+02:00,BDMWDOUBLES-----------GPA-000200--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-MAS01,TAN Pearly / THINAAH Muralitharan,Team,MAS,Malaysia,2,POINTS,W,
2049,2024-07-28T11:08:40+02:00,BDMWDOUBLES-----------GPA-000100--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-CHN02,CHEN Qing Chen / JIA Yi Fan,Team,CHN,China,2,POINTS,W,
2050,2024-07-28T11:08:40+02:00,BDMWDOUBLES-----------GPA-000100--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-INA01,RAHAYU Apriyani / RAMADHANTI Siti Fadia Silva,Team,INA,Indonesia,0,POINTS,L,
8974,2024-07-28T17:23:07+02:00,BDMWDOUBLES-----------GPB-000300--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group B,Group Play Stage - Group B,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-CHN01,LIU Sheng Shu / TAN Ning,Team,CHN,China,2,POINTS,W,
8975,2024-07-28T17:23:07+02:00,BDMWDOUBLES-----------GPB-000300--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group B,Group Play Stage - Group B,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-BUL01,STOEVA Gabriela / STOEVA Stefani,Team,BUL,Bulgaria,1,POINTS,L,
10780,2024-07-28T21:38:03+02:00,BDMWDOUBLES-----------GPB-000400--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group B,Group Play Stage - Group B,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-HKG01,YEUNG Nga Ting / YEUNG Pui Lam,Team,HKG,"Hong Kong, China",2,POINTS,W,
10781,2024-07-28T21:38:03+02:00,BDMWDOUBLES-----------GPB-000400--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group B,Group Play Stage - Group B,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-USA01,XU Annie / XU Kerry,Team,USA,United States,1,POINTS,L,
3576,2024-07-29T10:11:24+02:00,BDMWDOUBLES-----------GPC-000300--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-JPN01,MATSUYAMA Nami / SHIDA Chiharu,Team,JPN,Japan,2,POINTS,W,
3577,2024-07-29T10:11:24+02:00,BDMWDOUBLES-----------GPC-000300--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-IND01,CRASTO Tanisha / PONNAPPA Ashwini,Team,IND,India,0,POINTS,L,
1773,2024-07-29T11:02:54+02:00,BDMWDOUBLES-----------GPC-000400--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-KOR02,KIM So Yeong / KONG Hee Yong,Team,KOR,Korea,2,POINTS,W,
1774,2024-07-29T11:02:54+02:00,BDMWDOUBLES-----------GPC-000400--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-AUS01,MAPASA Setyana / YU Angela,Team,AUS,Australia,0,POINTS,L,
11044,2024-07-29T15:56:29+02:00,BDMWDOUBLES-----------GPD-000100--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-KOR01,BAEK Ha Na / LEE So Hee,Team,KOR,Korea,2,POINTS,W,
11045,2024-07-29T15:56:29+02:00,BDMWDOUBLES-----------GPD-000100--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-FRA01,LAMBERT Margot / TRAN Anne,Team,FRA,France,0,POINTS,L,
6675,2024-07-29T21:04:54+02:00,BDMWDOUBLES-----------GPD-000200--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-THA01,KITITHARAKUL Jongkolphan / PRAJONGJAI Rawinda,Team,THA,Thailand,1,POINTS,L,
6676,2024-07-29T21:04:54+02:00,BDMWDOUBLES-----------GPD-000200--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-DEN01,FRUERGAARD Maiken / THYGESEN Sara,Team,DEN,Denmark,2,POINTS,W,
8960,2024-07-30T10:00:37+02:00,BDMWDOUBLES-----------GPB-000200--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group B,Group Play Stage - Group B,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-BUL01,STOEVA Gabriela / STOEVA Stefani,Team,BUL,Bulgaria,2,POINTS,W,
8961,2024-07-30T10:00:37+02:00,BDMWDOUBLES-----------GPB-000200--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group B,Group Play Stage - Group B,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-USA01,XU Annie / XU Kerry,Team,USA,United States,0,POINTS,L,
3732,2024-07-30T10:16:43+02:00,BDMWDOUBLES-----------GPA-000600--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-CHN02,CHEN Qing Chen / JIA Yi Fan,Team,CHN,China,2,POINTS,W,
3733,2024-07-30T10:16:43+02:00,BDMWDOUBLES-----------GPA-000600--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-JPN02,MATSUMOTO Mayu / NAGAHARA Wakana,Team,JPN,Japan,0,POINTS,L,
13077,2024-07-30T11:00:18+02:00,BDMWDOUBLES-----------GPA-000500--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-INA01,RAHAYU Apriyani / RAMADHANTI Siti Fadia Silva,Team,INA,Indonesia,0,POINTS,L,
13078,2024-07-30T11:00:18+02:00,BDMWDOUBLES-----------GPA-000500--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-MAS01,TAN Pearly / THINAAH Muralitharan,Team,MAS,Malaysia,2,POINTS,W,
1268,2024-07-30T11:10:31+02:00,BDMWDOUBLES-----------GPB-000100--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group B,Group Play Stage - Group B,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-CHN01,LIU Sheng Shu / TAN Ning,Team,CHN,China,2,POINTS,W,
1269,2024-07-30T11:10:31+02:00,BDMWDOUBLES-----------GPB-000100--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group B,Group Play Stage - Group B,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-HKG01,YEUNG Nga Ting / YEUNG Pui Lam,Team,HKG,"Hong Kong, China",0,POINTS,L,
8088,2024-07-30T15:04:41+02:00,BDMWDOUBLES-----------GPC-000600--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-JPN01,MATSUYAMA Nami / SHIDA Chiharu,Team,JPN,Japan,0,POINTS,L,
8089,2024-07-30T15:04:41+02:00,BDMWDOUBLES-----------GPC-000600--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-KOR02,KIM So Yeong / KONG Hee Yong,Team,KOR,Korea,2,POINTS,W,
1761,2024-07-30T15:32:13+02:00,BDMWDOUBLES-----------GPC-000500--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-IND01,CRASTO Tanisha / PONNAPPA Ashwini,Team,IND,India,0,POINTS,L,
1762,2024-07-30T15:32:13+02:00,BDMWDOUBLES-----------GPC-000500--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-AUS01,MAPASA Setyana / YU Angela,Team,AUS,Australia,2,POINTS,W,
6681,2024-07-30T21:57:16+02:00,BDMWDOUBLES-----------GPD-000300--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-KOR01,BAEK Ha Na / LEE So Hee,Team,KOR,Korea,2,POINTS,W,
6682,2024-07-30T21:57:16+02:00,BDMWDOUBLES-----------GPD-000300--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-THA01,KITITHARAKUL Jongkolphan / PRAJONGJAI Rawinda,Team,THA,Thailand,0,POINTS,L,
1363,2024-07-30T22:03:35+02:00,BDMWDOUBLES-----------GPD-000400--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-FRA01,LAMBERT Margot / TRAN Anne,Team,FRA,France,0,POINTS,L,
1364,2024-07-30T22:03:35+02:00,BDMWDOUBLES-----------GPD-000400--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-DEN01,FRUERGAARD Maiken / THYGESEN Sara,Team,DEN,Denmark,2,POINTS,W,
8232,2024-08-01T09:15:24+02:00,BDMWDOUBLES-----------QFNL000400--,BDMWDOUBLES,Women's Doubles,Women's Doubles Quarterfinal,Quarterfinal,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-JPN01,MATSUYAMA Nami / SHIDA Chiharu,Team,JPN,Japan,2,POINTS,W,
8233,2024-08-01T09:15:24+02:00,BDMWDOUBLES-----------QFNL000400--,BDMWDOUBLES,Women's Doubles,Women's Doubles Quarterfinal,Quarterfinal,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-DEN01,FRUERGAARD Maiken / THYGESEN Sara,Team,DEN,Denmark,0,POINTS,L,
13030,2024-08-01T09:16:40+02:00,BDMWDOUBLES-----------QFNL000200--,BDMWDOUBLES,Women's Doubles,Women's Doubles Quarterfinal,Quarterfinal,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-KOR02,KIM So Yeong / KONG Hee Yong,Team,KOR,Korea,0,POINTS,L,
13031,2024-08-01T09:16:40+02:00,BDMWDOUBLES-----------QFNL000200--,BDMWDOUBLES,Women's Doubles,Women's Doubles Quarterfinal,Quarterfinal,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-MAS01,TAN Pearly / THINAAH Muralitharan,Team,MAS,Malaysia,2,POINTS,W,
3825,2024-08-01T09:18:48+02:00,BDMWDOUBLES-----------QFNL000100--,BDMWDOUBLES,Women's Doubles,Women's Doubles Quarterfinal,Quarterfinal,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-CHN02,CHEN Qing Chen / JIA Yi Fan,Team,CHN,China,2,POINTS,W,
3826,2024-08-01T09:18:48+02:00,BDMWDOUBLES-----------QFNL000100--,BDMWDOUBLES,Women's Doubles,Women's Doubles Quarterfinal,Quarterfinal,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-BUL01,STOEVA Gabriela / STOEVA Stefani,Team,BUL,Bulgaria,0,POINTS,L,
13055,2024-08-01T10:22:52+02:00,BDMWDOUBLES-----------QFNL000300--,BDMWDOUBLES,Women's Doubles,Women's Doubles Quarterfinal,Quarterfinal,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-KOR01,BAEK Ha Na / LEE So Hee,Team,KOR,Korea,0,POINTS,L,
13056,2024-08-01T10:22:52+02:00,BDMWDOUBLES-----------QFNL000300--,BDMWDOUBLES,Women's Doubles,Women's Doubles Quarterfinal,Quarterfinal,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-CHN01,LIU Sheng Shu / TAN Ning,Team,CHN,China,2,POINTS,W,
6949,2024-08-02T09:51:54+02:00,BDMWDOUBLES-----------SFNL000100--,BDMWDOUBLES,Women's Doubles,Women's Doubles Semifinal,Semifinal,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-CHN02,CHEN Qing Chen / JIA Yi Fan,Team,CHN,China,2,POINTS,W,
6950,2024-08-02T09:51:54+02:00,BDMWDOUBLES-----------SFNL000100--,BDMWDOUBLES,Women's Doubles,Women's Doubles Semifinal,Semifinal,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-MAS01,TAN Pearly / THINAAH Muralitharan,Team,MAS,Malaysia,1,POINTS,L,
2389,2024-08-02T11:08:01+02:00,BDMWDOUBLES-----------SFNL000200--,BDMWDOUBLES,Women's Doubles,Women's Doubles Semifinal,Semifinal,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-CHN01,LIU Sheng Shu / TAN Ning,Team,CHN,China,2,POINTS,W,
2390,2024-08-02T11:08:01+02:00,BDMWDOUBLES-----------SFNL000200--,BDMWDOUBLES,Women's Doubles,Women's Doubles Semifinal,Semifinal,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-JPN01,MATSUYAMA Nami / SHIDA Chiharu,Team,JPN,Japan,0,POINTS,L,
2653,2024-08-03T15:47:13+02:00,BDMWDOUBLES-----------FNL-000200--,BDMWDOUBLES,Women's Doubles,Women's Doubles Bronze Medal Match,Bronze Medal Match,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-MAS01,TAN Pearly / THINAAH Muralitharan,Team,MAS,Malaysia,0,POINTS,L,
2654,2024-08-03T15:47:13+02:00,BDMWDOUBLES-----------FNL-000200--,BDMWDOUBLES,Women's Doubles,Women's Doubles Bronze Medal Match,Bronze Medal Match,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-JPN01,MATSUYAMA Nami / SHIDA Chiharu,Team,JPN,Japan,2,POINTS,W,
7229,2024-08-03T17:10:28+02:00,BDMWDOUBLES-----------FNL-000100--,BDMWDOUBLES,Women's Doubles,Women's Doubles Gold Medal Match,Gold Medal Match,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-CHN02,CHEN Qing Chen / JIA Yi Fan,Team,CHN,China,2,POINTS,W,
7230,2024-08-03T17:10:28+02:00,BDMWDOUBLES-----------FNL-000100--,BDMWDOUBLES,Women's Doubles,Women's Doubles Gold Medal Match,Gold Medal Match,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-CHN01,LIU Sheng Shu / TAN Ning,Team,CHN,China,0,POINTS,L,
7567,2024-07-27T09:03:56+02:00,BDMWSINGLES-----------GPN-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group N,Group Play Stage - Group N,FINISHED,W,Badminton,BDM,La Chapelle Arena,1913436,HE Bing Jiao,Person,CHN,China,2,POINTS,W,
7568,2024-07-27T09:03:56+02:00,BDMWSINGLES-----------GPN-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group N,Group Play Stage - Group N,FINISHED,W,Badminton,BDM,La Chapelle Arena,1946887,AZZAHRA Keisha Fatimah,Person,AZE,Azerbaijan,0,POINTS,L,
9607,2024-07-27T09:53:20+02:00,BDMWSINGLES-----------GPI-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group I,Group Play Stage - Group I,FINISHED,W,Badminton,BDM,La Chapelle Arena,1536651,YEO Jia Min,Person,SGP,Singapore,2,POINTS,W,
9608,2024-07-27T09:53:20+02:00,BDMWSINGLES-----------GPI-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group I,Group Play Stage - Group I,FINISHED,W,Badminton,BDM,La Chapelle Arena,1894540,YAVARIVAFA Dorsa,Person,EOR,EOR,0,POINTS,L,
12707,2024-07-27T15:38:09+02:00,BDMWSINGLES-----------GPD-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,W,Badminton,BDM,La Chapelle Arena,1926323,KATETHONG Supanida,Person,THA,Thailand,2,POINTS,W,
12708,2024-07-27T15:38:09+02:00,BDMWSINGLES-----------GPD-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,W,Badminton,BDM,La Chapelle Arena,1930706,VIANA VIERA Juliana,Person,BRA,Brazil,0,POINTS,L,
12527,2024-07-27T16:00:01+02:00,BDMWSINGLES-----------GPH-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group H,Group Play Stage - Group H,FINISHED,W,Badminton,BDM,La Chapelle Arena,1891504,KIM Ga Eun,Person,KOR,Korea,2,POINTS,W,
12528,2024-07-27T16:00:01+02:00,BDMWSINGLES-----------GPH-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group H,Group Play Stage - Group H,FINISHED,W,Badminton,BDM,La Chapelle Arena,1964529,SCHOLTZ Johanita,Person,RSA,South Africa,0,POINTS,L,
6036,2024-07-27T20:06:58+02:00,BDMWSINGLES-----------GPK-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group K,Group Play Stage - Group K,FINISHED,W,Badminton,BDM,La Chapelle Arena,1955631,ZHANG Beiwen,Person,USA,United States,2,POINTS,W,
6037,2024-07-27T20:06:58+02:00,BDMWSINGLES-----------GPK-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group K,Group Play Stage - Group K,FINISHED,W,Badminton,BDM,La Chapelle Arena,1939668,HO Tiffany,Person,AUS,Australia,0,POINTS,L,
10582,2024-07-27T20:19:50+02:00,BDMWSINGLES-----------GPC-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,W,Badminton,BDM,La Chapelle Arena,1541610,YAMAGUCHI Akane,Person,JPN,Japan,2,POINTS,W,
10583,2024-07-27T20:19:50+02:00,BDMWSINGLES-----------GPC-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,W,Badminton,BDM,La Chapelle Arena,1936214,THET HTAR Thuzar,Person,MYA,Myanmar,0,POINTS,L,
445,2024-07-28T09:53:27+02:00,BDMWSINGLES-----------GPM-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group M,Group Play Stage - Group M,FINISHED,W,Badminton,BDM,La Chapelle Arena,1539157,PUSARLA V. Sindhu,Person,IND,India,2,POINTS,W,
446,2024-07-28T09:53:27+02:00,BDMWSINGLES-----------GPM-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group M,Group Play Stage - Group M,FINISHED,W,Badminton,BDM,La Chapelle Arena,1556598,ABDUL RAZZAQ Fathimath Nabaaha,Person,MDV,Maldives,0,POINTS,L,
9468,2024-07-28T10:02:50+02:00,BDMWSINGLES-----------GPE-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group E,Group Play Stage - Group E,FINISHED,W,Badminton,BDM,La Chapelle Arena,1570051,TAI Tzu Ying,Person,TPE,Chinese Taipei,2,POINTS,W,
9469,2024-07-28T10:02:50+02:00,BDMWSINGLES-----------GPE-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group E,Group Play Stage - Group E,FINISHED,W,Badminton,BDM,La Chapelle Arena,1903114,TAN Lianne,Person,BEL,Belgium,0,POINTS,L,
6975,2024-07-28T11:49:48+02:00,BDMWSINGLES-----------GPJ-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group J,Group Play Stage - Group J,FINISHED,W,Badminton,BDM,La Chapelle Arena,1541633,OHORI Aya,Person,JPN,Japan,2,POINTS,W,
6976,2024-07-28T11:49:48+02:00,BDMWSINGLES-----------GPJ-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group J,Group Play Stage - Group J,FINISHED,W,Badminton,BDM,La Chapelle Arena,1562628,ARIN Neslihan,Person,TUR,Türkiye,0,POINTS,L,
10435,2024-07-28T15:21:53+02:00,BDMWSINGLES-----------GPG-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group G,Group Play Stage - Group G,FINISHED,W,Badminton,BDM,La Chapelle Arena,1926315,TUNJUNG Gregoria Mariska,Person,INA,Indonesia,2,POINTS,W,
10436,2024-07-28T15:21:53+02:00,BDMWSINGLES-----------GPG-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group G,Group Play Stage - Group G,FINISHED,W,Badminton,BDM,La Chapelle Arena,1912783,BUHROVA Polina,Person,UKR,Ukraine,0,POINTS,L,
9755,2024-07-28T15:54:50+02:00,BDMWSINGLES-----------GPP-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group P,Group Play Stage - Group P,FINISHED,W,Badminton,BDM,La Chapelle Arena,1913434,CHEN Yu Fei,Person,CHN,China,2,POINTS,W,
9756,2024-07-28T15:54:50+02:00,BDMWSINGLES-----------GPP-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group P,Group Play Stage - Group P,FINISHED,W,Badminton,BDM,La Chapelle Arena,1556645,LI Yvonne,Person,GER,Germany,1,POINTS,L,
998,2024-07-28T16:35:34+02:00,BDMWSINGLES-----------GPA-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,W,Badminton,BDM,La Chapelle Arena,1891498,AN Se Young,Person,KOR,Korea,2,POINTS,W,
999,2024-07-28T16:35:34+02:00,BDMWSINGLES-----------GPA-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,W,Badminton,BDM,La Chapelle Arena,1551330,NALBANTOVA Kaloyana,Person,BUL,Bulgaria,0,POINTS,L,
12303,2024-07-28T20:14:32+02:00,BDMWSINGLES-----------GPL-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group L,Group Play Stage - Group L,FINISHED,W,Badminton,BDM,La Chapelle Arena,1950258,MARIN Carolina,Person,ESP,Spain,2,POINTS,W,
12304,2024-07-28T20:14:32+02:00,BDMWSINGLES-----------GPL-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group L,Group Play Stage - Group L,FINISHED,W,Badminton,BDM,La Chapelle Arena,1977870,STADELMANN Jenjira,Person,SUI,Switzerland,0,POINTS,L,
7559,2024-07-29T09:08:48+02:00,BDMWSINGLES-----------GPN-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group N,Group Play Stage - Group N,FINISHED,W,Badminton,BDM,La Chapelle Arena,1895936,GILMOUR Kirsty,Person,GBR,Great Britain,2,POINTS,W,
7560,2024-07-29T09:08:48+02:00,BDMWSINGLES-----------GPN-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group N,Group Play Stage - Group N,FINISHED,W,Badminton,BDM,La Chapelle Arena,1946887,AZZAHRA Keisha Fatimah,Person,AZE,Azerbaijan,0,POINTS,L,
9601,2024-07-29T11:31:42+02:00,BDMWSINGLES-----------GPI-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group I,Group Play Stage - Group I,FINISHED,W,Badminton,BDM,La Chapelle Arena,1552017,FOO KUNE Kate,Person,MRI,Mauritius,2,POINTS,W,
9602,2024-07-29T11:31:42+02:00,BDMWSINGLES-----------GPI-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group I,Group Play Stage - Group I,FINISHED,W,Badminton,BDM,La Chapelle Arena,1894540,YAVARIVAFA Dorsa,Person,EOR,EOR,0,POINTS,L,
