,date,stage_code,event_code,event_name,event_stage,stage,stage_status,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_IRM,result_diff,qualification_mark,start_order
238,2024-07-28T12:58:22+02:00,ROWMNOCOX4------------HEAT000100--,ROWMNOCOX4,Men's Four,Men's Four Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--NZL01,New Zealand,Team,NZL,New Zealand,1.0,6:03.08,TIME,,,FA,2
239,2024-07-28T12:58:22+02:00,ROWMNOCOX4------------HEAT000100--,ROWMNOCOX4,Men's Four,Men's Four Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--GBR01,Great Britain,Team,GBR,Great Britain,2.0,6:05.63,TIME,,+2.55,FA,3
240,2024-07-28T12:58:22+02:00,ROWMNOCOX4------------HEAT000100--,ROWMNOCOX4,Men's Four,Men's Four Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--ROU01,Romania,Team,ROU,Romania,3.0,6:06.60,TIME,,+3.52,R,5
241,2024-07-28T12:58:22+02:00,ROWMNOCOX4------------HEAT000100--,ROWMNOCOX4,Men's Four,Men's Four Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--NED01,Netherlands,Team,NED,Netherlands,4.0,6:08.75,TIME,,+5.67,R,1
242,2024-07-28T12:58:22+02:00,ROWMNOCOX4------------HEAT000100--,ROWMNOCOX4,Men's Four,Men's Four Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--ITA01,Italy,Team,ITA,Italy,5.0,6:14.65,TIME,,+11.57,R,4
9798,2024-07-28T13:08:03+02:00,ROWMNOCOX4------------HEAT000200--,ROWMNOCOX4,Men's Four,Men's Four Heat 2,Heat 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--USA01,United States of America,Team,USA,United States,1.0,6:04.95,TIME,,,FA,4
9799,2024-07-28T13:08:03+02:00,ROWMNOCOX4------------HEAT000200--,ROWMNOCOX4,Men's Four,Men's Four Heat 2,Heat 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--AUS01,Australia,Team,AUS,Australia,2.0,6:06.84,TIME,,+1.89,FA,1
9800,2024-07-28T13:08:03+02:00,ROWMNOCOX4------------HEAT000200--,ROWMNOCOX4,Men's Four,Men's Four Heat 2,Heat 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--FRA01,France,Team,FRA,France,3.0,6:07.52,TIME,,+2.57,R,2
9801,2024-07-28T13:08:03+02:00,ROWMNOCOX4------------HEAT000200--,ROWMNOCOX4,Men's Four,Men's Four Heat 2,Heat 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--SUI01,Switzerland,Team,SUI,Switzerland,4.0,6:10.86,TIME,,+5.91,R,3
10891,2024-07-30T11:48:04+02:00,ROWMNOCOX4------------REP-000100--,ROWMNOCOX4,Men's Four,Men's Four Repechage 1,Repechage 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--ITA01,Italy,Team,ITA,Italy,1.0,5:52.65,TIME,,,FA,1
10892,2024-07-30T11:48:04+02:00,ROWMNOCOX4------------REP-000100--,ROWMNOCOX4,Men's Four,Men's Four Repechage 1,Repechage 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--ROU01,Romania,Team,ROU,Romania,2.0,5:53.52,TIME,,+0.87,FA,4
10893,2024-07-30T11:48:04+02:00,ROWMNOCOX4------------REP-000100--,ROWMNOCOX4,Men's Four,Men's Four Repechage 1,Repechage 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--FRA01,France,Team,FRA,France,3.0,5:53.59,TIME,,+0.94,FB,3
10894,2024-07-30T11:48:04+02:00,ROWMNOCOX4------------REP-000100--,ROWMNOCOX4,Men's Four,Men's Four Repechage 1,Repechage 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--NED01,Netherlands,Team,NED,Netherlands,4.0,5:56.86,TIME,,+4.21,FB,2
10895,2024-07-30T11:48:04+02:00,ROWMNOCOX4------------REP-000100--,ROWMNOCOX4,Men's Four,Men's Four Repechage 1,Repechage 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--SUI01,Switzerland,Team,SUI,Switzerland,5.0,6:00.29,TIME,,+7.64,FB,5
169,2024-08-01T11:13:39+02:00,ROWMNOCOX4------------FNL-000200--,ROWMNOCOX4,Men's Four,Men's Four Final B,Final B,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--NED01,Netherlands,Team,NED,Netherlands,1.0,5:56.35,TIME,,,,1
170,2024-08-01T11:13:39+02:00,ROWMNOCOX4------------FNL-000200--,ROWMNOCOX4,Men's Four,Men's Four Final B,Final B,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--FRA01,France,Team,FRA,France,2.0,5:57.78,TIME,,+1.43,,2
171,2024-08-01T11:13:39+02:00,ROWMNOCOX4------------FNL-000200--,ROWMNOCOX4,Men's Four,Men's Four Final B,Final B,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--SUI01,Switzerland,Team,SUI,Switzerland,3.0,6:02.61,TIME,,+6.26,,3
9689,2024-08-01T12:18:35+02:00,ROWMNOCOX4------------FNL-000100--,ROWMNOCOX4,Men's Four,Men's Four Final A,Final A,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--USA01,United States of America,Team,USA,United States,1.0,5:49.03,TIME,,,,3
9690,2024-08-01T12:18:35+02:00,ROWMNOCOX4------------FNL-000100--,ROWMNOCOX4,Men's Four,Men's Four Final A,Final A,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--NZL01,New Zealand,Team,NZL,New Zealand,2.0,5:49.88,TIME,,+0.85,,4
9691,2024-08-01T12:18:35+02:00,ROWMNOCOX4------------FNL-000100--,ROWMNOCOX4,Men's Four,Men's Four Final A,Final A,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--GBR01,Great Britain,Team,GBR,Great Britain,3.0,5:52.42,TIME,,+3.39,,2
9692,2024-08-01T12:18:35+02:00,ROWMNOCOX4------------FNL-000100--,ROWMNOCOX4,Men's Four,Men's Four Final A,Final A,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--ITA01,Italy,Team,ITA,Italy,4.0,5:55.07,TIME,,+6.04,,1
9693,2024-08-01T12:18:35+02:00,ROWMNOCOX4------------FNL-000100--,ROWMNOCOX4,Men's Four,Men's Four Final A,Final A,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--ROU01,Romania,Team,ROU,Romania,5.0,5:56.85,TIME,,+7.82,,6
9694,2024-08-01T12:18:35+02:00,ROWMNOCOX4------------FNL-000100--,ROWMNOCOX4,Men's Four,Men's Four Final A,Final A,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--AUS01,Australia,Team,AUS,Australia,6.0,6:00.35,TIME,,+11.32,,5
5806,2024-07-28T11:11:54+02:00,ROWMNOCOX2------------HEAT000100--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--ESP01,Spain,Team,ESP,Spain,1.0,6:32.28,TIME,,,SA/B,1
5807,2024-07-28T11:11:54+02:00,ROWMNOCOX2------------HEAT000100--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--NZL01,New Zealand,Team,NZL,New Zealand,2.0,6:32.44,TIME,,+0.16,SA/B,5
5808,2024-07-28T11:11:54+02:00,ROWMNOCOX2------------HEAT000100--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--IRL01,Ireland,Team,IRL,Ireland,3.0,6:32.69,TIME,,+0.41,SA/B,2
5809,2024-07-28T11:11:54+02:00,ROWMNOCOX2------------HEAT000100--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--SUI01,Switzerland,Team,SUI,Switzerland,4.0,6:32.71,TIME,,+0.43,R,3
5810,2024-07-28T11:11:54+02:00,ROWMNOCOX2------------HEAT000100--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--USA01,United States of America,Team,USA,United States,5.0,7:02.62,TIME,,+30.34,R,4
11599,2024-07-28T11:18:34+02:00,ROWMNOCOX2------------HEAT000200--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 2,Heat 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--CRO01,Croatia,Team,CRO,Croatia,1.0,6:35.28,TIME,,,SA/B,4
11600,2024-07-28T11:18:34+02:00,ROWMNOCOX2------------HEAT000200--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 2,Heat 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--ROU01,Romania,Team,ROU,Romania,2.0,6:40.29,TIME,,+5.01,SA/B,2
11601,2024-07-28T11:18:34+02:00,ROWMNOCOX2------------HEAT000200--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 2,Heat 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--LTU01,Lithuania,Team,LTU,Lithuania,3.0,6:44.59,TIME,,+9.31,SA/B,1
11602,2024-07-28T11:18:34+02:00,ROWMNOCOX2------------HEAT000200--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 2,Heat 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--ITA01,Italy,Team,ITA,Italy,4.0,6:50.25,TIME,,+14.97,R,3
11623,2024-07-28T11:28:18+02:00,ROWMNOCOX2------------HEAT000300--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 3,Heat 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--GBR01,Great Britain,Team,GBR,Great Britain,1.0,6:33.88,TIME,,,SA/B,2
11624,2024-07-28T11:28:18+02:00,ROWMNOCOX2------------HEAT000300--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 3,Heat 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--RSA01,South Africa,Team,RSA,South Africa,2.0,6:36.71,TIME,,+2.83,SA/B,4
11625,2024-07-28T11:28:18+02:00,ROWMNOCOX2------------HEAT000300--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 3,Heat 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--GER01,Germany,Team,GER,Germany,3.0,6:38.86,TIME,,+4.98,SA/B,3
11626,2024-07-28T11:28:18+02:00,ROWMNOCOX2------------HEAT000300--,ROWMNOCOX2,Men's Pair,Men's Pair Heat 3,Heat 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--AUS01,Australia,Team,AUS,Australia,4.0,6:49.79,TIME,,+15.91,R,1
8546,2024-07-29T10:31:36+02:00,ROWMNOCOX2------------REP-000100--,ROWMNOCOX2,Men's Pair,Men's Pair Repechage 1,Repechage 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--SUI01,Switzerland,Team,SUI,Switzerland,1.0,6:47.38,TIME,,,SA/B,3
8547,2024-07-29T10:31:36+02:00,ROWMNOCOX2------------REP-000100--,ROWMNOCOX2,Men's Pair,Men's Pair Repechage 1,Repechage 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--ITA01,Italy,Team,ITA,Italy,2.0,6:50.31,TIME,,+2.93,SA/B,4
8548,2024-07-29T10:31:36+02:00,ROWMNOCOX2------------REP-000100--,ROWMNOCOX2,Men's Pair,Men's Pair Repechage 1,Repechage 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--USA01,United States of America,Team,USA,United States,3.0,6:51.32,TIME,,+3.94,SA/B,1
8549,2024-07-29T10:31:36+02:00,ROWMNOCOX2------------REP-000100--,ROWMNOCOX2,Men's Pair,Men's Pair Repechage 1,Repechage 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--AUS01,Australia,Team,AUS,Australia,4.0,6:53.40,TIME,,+6.02,ELM,2
5928,2024-07-31T10:52:39+02:00,ROWMNOCOX2------------SFNL000200--,ROWMNOCOX2,Men's Pair,Men's Pair Semifinal A/B 2,Semifinal A/B 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--ROU01,Romania,Team,ROU,Romania,1.0,6:29.86,TIME,,,FA,2
5929,2024-07-31T10:52:39+02:00,ROWMNOCOX2------------SFNL000200--,ROWMNOCOX2,Men's Pair,Men's Pair Semifinal A/B 2,Semifinal A/B 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--GBR01,Great Britain,Team,GBR,Great Britain,2.0,6:31.56,TIME,,+1.70,FA,3
5930,2024-07-31T10:52:39+02:00,ROWMNOCOX2------------SFNL000200--,ROWMNOCOX2,Men's Pair,Men's Pair Semifinal A/B 2,Semifinal A/B 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--IRL01,Ireland,Team,IRL,Ireland,3.0,6:32.22,TIME,,+2.36,FA,5
5931,2024-07-31T10:52:39+02:00,ROWMNOCOX2------------SFNL000200--,ROWMNOCOX2,Men's Pair,Men's Pair Semifinal A/B 2,Semifinal A/B 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--NZL01,New Zealand,Team,NZL,New Zealand,4.0,6:32.77,TIME,,+2.91,FB,4
5932,2024-07-31T10:52:39+02:00,ROWMNOCOX2------------SFNL000200--,ROWMNOCOX2,Men's Pair,Men's Pair Semifinal A/B 2,Semifinal A/B 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--ITA01,Italy,Team,ITA,Italy,5.0,6:45.86,TIME,,+16.00,FB,6
5933,2024-07-31T10:52:39+02:00,ROWMNOCOX2------------SFNL000200--,ROWMNOCOX2,Men's Pair,Men's Pair Semifinal A/B 2,Semifinal A/B 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--GER01,Germany,Team,GER,Germany,6.0,6:47.13,TIME,,+17.27,FB,1
11687,2024-08-01T12:45:09+02:00,ROWMNOCOX2------------SFNL000100--,ROWMNOCOX2,Men's Pair,Men's Pair Semifinal A/B 1,Semifinal A/B 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--CRO01,Croatia,Team,CRO,Croatia,1.0,6:29.98,TIME,,,FA,3
11688,2024-08-01T12:45:09+02:00,ROWMNOCOX2------------SFNL000100--,ROWMNOCOX2,Men's Pair,Men's Pair Semifinal A/B 1,Semifinal A/B 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--SUI01,Switzerland,Team,SUI,Switzerland,2.0,6:32.18,TIME,,+2.20,FA,6
11689,2024-08-01T12:45:09+02:00,ROWMNOCOX2------------SFNL000100--,ROWMNOCOX2,Men's Pair,Men's Pair Semifinal A/B 1,Semifinal A/B 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--ESP01,Spain,Team,ESP,Spain,3.0,6:36.30,TIME,,+6.32,FA,4
11690,2024-08-01T12:45:09+02:00,ROWMNOCOX2------------SFNL000100--,ROWMNOCOX2,Men's Pair,Men's Pair Semifinal A/B 1,Semifinal A/B 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--RSA01,South Africa,Team,RSA,South Africa,4.0,6:40.35,TIME,,+10.37,FB,5
11691,2024-08-01T12:45:09+02:00,ROWMNOCOX2------------SFNL000100--,ROWMNOCOX2,Men's Pair,Men's Pair Semifinal A/B 1,Semifinal A/B 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--LTU01,Lithuania,Team,LTU,Lithuania,5.0,6:43.60,TIME,,+13.62,FB,2
11692,2024-08-01T12:45:09+02:00,ROWMNOCOX2------------SFNL000100--,ROWMNOCOX2,Men's Pair,Men's Pair Semifinal A/B 1,Semifinal A/B 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--USA01,United States of America,Team,USA,United States,6.0,6:46.11,TIME,,+16.13,FB,1
5704,2024-08-02T10:51:27+02:00,ROWMNOCOX2------------FNL-000200--,ROWMNOCOX2,Men's Pair,Men's Pair Final B,Final B,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--NZL01,New Zealand,Team,NZL,New Zealand,1.0,6:24.55,TIME,,,,3
5705,2024-08-02T10:51:27+02:00,ROWMNOCOX2------------FNL-000200--,ROWMNOCOX2,Men's Pair,Men's Pair Final B,Final B,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--LTU01,Lithuania,Team,LTU,Lithuania,2.0,6:25.94,TIME,,+1.39,,5
5706,2024-08-02T10:51:27+02:00,ROWMNOCOX2------------FNL-000200--,ROWMNOCOX2,Men's Pair,Men's Pair Final B,Final B,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--RSA01,South Africa,Team,RSA,South Africa,3.0,6:27.11,TIME,,+2.56,,4
5707,2024-08-02T10:51:27+02:00,ROWMNOCOX2------------FNL-000200--,ROWMNOCOX2,Men's Pair,Men's Pair Final B,Final B,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--USA01,United States of America,Team,USA,United States,4.0,6:28.57,TIME,,+4.02,,6
5708,2024-08-02T10:51:27+02:00,ROWMNOCOX2------------FNL-000200--,ROWMNOCOX2,Men's Pair,Men's Pair Final B,Final B,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--GER01,Germany,Team,GER,Germany,5.0,6:28.61,TIME,,+4.06,,1
5709,2024-08-02T10:51:27+02:00,ROWMNOCOX2------------FNL-000200--,ROWMNOCOX2,Men's Pair,Men's Pair Final B,Final B,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--ITA01,Italy,Team,ITA,Italy,6.0,6:28.62,TIME,,+4.07,,2
11464,2024-08-02T11:39:10+02:00,ROWMNOCOX2------------FNL-000100--,ROWMNOCOX2,Men's Pair,Men's Pair Final A,Final A,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--CRO01,Croatia,Team,CRO,Croatia,1.0,6:23.66,TIME,,,,3
11465,2024-08-02T11:39:10+02:00,ROWMNOCOX2------------FNL-000100--,ROWMNOCOX2,Men's Pair,Men's Pair Final A,Final A,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--GBR01,Great Britain,Team,GBR,Great Britain,2.0,6:24.11,TIME,,+0.45,,5
11466,2024-08-02T11:39:10+02:00,ROWMNOCOX2------------FNL-000100--,ROWMNOCOX2,Men's Pair,Men's Pair Final A,Final A,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--SUI01,Switzerland,Team,SUI,Switzerland,3.0,6:24.76,TIME,,+1.10,,2
11467,2024-08-02T11:39:10+02:00,ROWMNOCOX2------------FNL-000100--,ROWMNOCOX2,Men's Pair,Men's Pair Final A,Final A,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--ROU01,Romania,Team,ROU,Romania,4.0,6:25.61,TIME,,+1.95,,4
11468,2024-08-02T11:39:10+02:00,ROWMNOCOX2------------FNL-000100--,ROWMNOCOX2,Men's Pair,Men's Pair Final A,Final A,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--ESP01,Spain,Team,ESP,Spain,5.0,6:29.60,TIME,,+5.94,,1
11469,2024-08-02T11:39:10+02:00,ROWMNOCOX2------------FNL-000100--,ROWMNOCOX2,Men's Pair,Men's Pair Final A,Final A,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX2--IRL01,Ireland,Team,IRL,Ireland,6.0,6:30.49,TIME,,+6.83,,6
12216,2024-07-27T12:38:37+02:00,ROWMSCULL4------------HEAT000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--NED01,Netherlands,Team,NED,Netherlands,1.0,5:41.69,TIME,,,FA,5
12217,2024-07-27T12:38:37+02:00,ROWMSCULL4------------HEAT000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--GBR01,Great Britain,Team,GBR,Great Britain,2.0,5:44.82,TIME,,+3.13,FA,2
12218,2024-07-27T12:38:37+02:00,ROWMSCULL4------------HEAT000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--GER01,Germany,Team,GER,Germany,3.0,5:46.90,TIME,,+5.21,R,3
12219,2024-07-27T12:38:37+02:00,ROWMSCULL4------------HEAT000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--NOR01,Norway,Team,NOR,Norway,4.0,5:50.48,TIME,,+8.79,R,1
12220,2024-07-27T12:38:37+02:00,ROWMSCULL4------------HEAT000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--ROU01,Romania,Team,ROU,Romania,5.0,5:51.14,TIME,,+9.45,R,4
4446,2024-07-27T12:48:35+02:00,ROWMSCULL4------------HEAT000200--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Heat 2,Heat 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--ITA01,Italy,Team,ITA,Italy,1.0,5:43.31,TIME,,,FA,2
4447,2024-07-27T12:48:35+02:00,ROWMSCULL4------------HEAT000200--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Heat 2,Heat 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--POL01,Poland,Team,POL,Poland,2.0,5:44.39,TIME,,+1.08,FA,4
4448,2024-07-27T12:48:35+02:00,ROWMSCULL4------------HEAT000200--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Heat 2,Heat 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--SUI01,Switzerland,Team,SUI,Switzerland,3.0,5:49.50,TIME,,+6.19,R,3
4449,2024-07-27T12:48:35+02:00,ROWMSCULL4------------HEAT000200--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Heat 2,Heat 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--EST01,Estonia,Team,EST,Estonia,4.0,5:52.04,TIME,,+8.73,R,1
2249,2024-07-29T11:29:11+02:00,ROWMSCULL4------------REP-000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Repechage 1,Repechage 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--GER01,Germany,Team,GER,Germany,1.0,5:52.39,TIME,,,FA,2
2250,2024-07-29T11:29:11+02:00,ROWMSCULL4------------REP-000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Repechage 1,Repechage 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--SUI01,Switzerland,Team,SUI,Switzerland,2.0,5:52.55,TIME,,+0.16,FA,3
2251,2024-07-29T11:29:11+02:00,ROWMSCULL4------------REP-000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Repechage 1,Repechage 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--NOR01,Norway,Team,NOR,Norway,3.0,5:53.13,TIME,,+0.74,FB,4
2252,2024-07-29T11:29:11+02:00,ROWMSCULL4------------REP-000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Repechage 1,Repechage 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--EST01,Estonia,Team,EST,Estonia,4.0,5:55.74,TIME,,+3.35,FB,1
2253,2024-07-29T11:29:11+02:00,ROWMSCULL4------------REP-000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Repechage 1,Repechage 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--ROU01,Romania,Team,ROU,Romania,5.0,5:56.32,TIME,,+3.93,FB,5
12305,2024-07-31T12:09:18+02:00,ROWMSCULL4------------FNL-000200--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Final B,Final B,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--EST01,Estonia,Team,EST,Estonia,1.0,5:50.55,TIME,,,,3
12306,2024-07-31T12:09:18+02:00,ROWMSCULL4------------FNL-000200--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Final B,Final B,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--NOR01,Norway,Team,NOR,Norway,2.0,5:51.88,TIME,,+1.33,,2
12307,2024-07-31T12:09:18+02:00,ROWMSCULL4------------FNL-000200--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Final B,Final B,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--ROU01,Romania,Team,ROU,Romania,3.0,5:54.77,TIME,,+4.22,,1
4544,2024-07-31T12:34:19+02:00,ROWMSCULL4------------FNL-000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Final A,Final A,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--NED01,Netherlands,Team,NED,Netherlands,1.0,5:42.00,TIME,,,,4
4545,2024-07-31T12:34:19+02:00,ROWMSCULL4------------FNL-000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Final A,Final A,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--ITA01,Italy,Team,ITA,Italy,2.0,5:44.40,TIME,,+2.40,,3
4546,2024-07-31T12:34:19+02:00,ROWMSCULL4------------FNL-000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Final A,Final A,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--POL01,Poland,Team,POL,Poland,3.0,5:44.59,TIME,,+2.59,,5
4547,2024-07-31T12:34:19+02:00,ROWMSCULL4------------FNL-000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Final A,Final A,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--GBR01,Great Britain,Team,GBR,Great Britain,4.0,5:46.51,TIME,,+4.51,,2
4548,2024-07-31T12:34:19+02:00,ROWMSCULL4------------FNL-000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Final A,Final A,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--GER01,Germany,Team,GER,Germany,5.0,5:50.62,TIME,,+8.62,,6
